doc_id,content,data_type,meta_route_id,meta_wp_orden,meta_punto_de_paso,meta_tiempo,meta_altura,meta_latitud,meta_longitud,meta_table_idx,meta_pais,meta_region,meta_provincia,meta_comarca,meta_zona,meta_pueblo,meta_nombre_ruta,meta_categoria,meta_dificultad,meta_descripcion_dificultad,meta_distancia_total_km,meta_altitud_minima_m,meta_altitud_maxima_m,meta_desnivel_acumulado_pos,meta_desnivel_acumulado_neg,meta_tiempo_total_min,meta_Punto_salida_llegada,meta_poblacion_cercana,meta_link_archivo,meta_fecha
10_wp-1,"Waypoint 'Aparcamiento embalse de Cavallers', tiempo 0:00h, altura N 42.5839167º, coordenadas E 0.8541529º, 1.700m.",waypoint,10,1,Aparcamiento embalse de Cavallers,0:00h,N 42.5839167º,E 0.8541529º,1.700m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_wp-2,"Waypoint 'Presa de Cavallers', tiempo 0:05h, altura N 42.5843508º, coordenadas E 0.8564460º, 1.785m.",waypoint,10,2,Presa de Cavallers,0:05h,N 42.5843508º,E 0.8564460º,1.785m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_wp-3,"Waypoint 'Planell de Riumalo', tiempo 0:50h, altura N 42.5995055º, coordenadas E 0.8581109º, 1.850m.",waypoint,10,3,Planell de Riumalo,0:50h,N 42.5995055º,E 0.8581109º,1.850m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_wp-4,"Waypoint 'Lago de Malavesina', tiempo 2:40h, altura N 42.6037085º, coordenadas E 0.8383219º, 2.494m.",waypoint,10,4,Lago de Malavesina,2:40h,N 42.6037085º,E 0.8383219º,2.494m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_wp-5,"Waypoint 'Lago de Malavesina', tiempo 0:00h, altura N 42.6037085º, coordenadas E 0.8383219º, 2.494m.",waypoint,10,5,Lago de Malavesina,0:00h,N 42.6037085º,E 0.8383219º,2.494m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_wp-6,"Waypoint 'Besiberri Norte', tiempo 1:50h, altura N 42.6052700º, coordenadas E 0.8262811º, 3.014m.",waypoint,10,6,Besiberri Norte,1:50h,N 42.6052700º,E 0.8262811º,3.014m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
10_wp-7,"Waypoint 'Aparcamiento embalse de Cavallers', tiempo 6:10h, altura N 42.5839167º, coordenadas E 0.8541529º, 1.700m.",waypoint,10,7,Aparcamiento embalse de Cavallers,6:10h,N 42.5839167º,E 0.8541529º,1.700m,3,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Norte (3.014m) desde Cavallers por río Malo,Ascensiones alta montaña;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,13.0,1.73,3014.0,800.0,-1314.0,160.0,Embalse de Cavallers,Caldes de Boí,https://www.rutaspirineos.org/rutas/besiberri-nord-desde-cavallers-por-riu-malo,11/11/2025
11_wp-1,"Waypoint 'Aparcamiento de Toirigo', tiempo 0:00h, altura 1.497m, coordenadas 42.566708º, 0.844774º.",waypoint,11,1,Aparcamiento de Toirigo,0:00h,1.497m,42.566708º,0.844774º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_wp-2,"Waypoint 'Llano de la Cabana', tiempo 1:50h, altura 1.992m, coordenadas 42.566349º, 0.824682º.",waypoint,11,2,Llano de la Cabana,1:50h,1.992m,42.566349º,0.824682º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_wp-3,"Waypoint 'Lago de Gémena de Baix', tiempo 2:45h, altura 2.235m, coordenadas 42.574324º, 0.820601º.",waypoint,11,3,Lago de Gémena de Baix,2:45h,2.235m,42.574324º,0.820601º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_wp-4,"Waypoint 'Collada de Abellers', tiempo 5:10h, altura 2.886m, coordenadas 42.594312º, 0.823296º.",waypoint,11,4,Collada de Abellers,5:10h,2.886m,42.594312º,0.823296º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_wp-5,"Waypoint 'Besiberri Sur', tiempo 5:30h, altura 3.024m, coordenadas 42.593790º, 0.825943º.",waypoint,11,5,Besiberri Sur,5:30h,3.024m,42.593790º,0.825943º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_wp-6,"Waypoint 'Comaloforno', tiempo 6:25h, altura 3.029m, coordenadas 42.591387º, 0.827842º.",waypoint,11,6,Comaloforno,6:25h,3.029m,42.591387º,0.827842º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
11_wp-7,"Waypoint 'Aparcamiento de Toirigo', tiempo 10:10h, altura 1.497m, coordenadas 42.566708º, 0.844774º.",waypoint,11,7,Aparcamiento de Toirigo,10:10h,1.497m,42.566708º,0.844774º,2,España,Cataluña,Lérida,Alta Ribagorza,Valle de Boí,Boí,Besiberri Sur (3.024m) y Comaloforno (3.029m) por los lagos de Gémena,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",15.0,1497.0,3029.0,1600.0,,610.0,Aparcamiento de Toirigo,Boí,https://www.rutaspirineos.org/rutas/besiberri-sud-y-comaloforno-por-los-estanys-de-gemena,11/11/2025
12_wp-1,"Waypoint 'Calle Mayor de Santa Coloma', tiempo 0:00h, altura 960m, coordenadas 42.4939410º, 1.4976709º.",waypoint,12,1,Calle Mayor de Santa Coloma,0:00h,960m,42.4939410º,1.4976709º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-2,"Waypoint 'Camino de Aixàs', tiempo 0:20h, altura 1.018m, coordenadas 42.4896049º, 1.4903100º.",waypoint,12,2,Camino de Aixàs,0:20h,1.018m,42.4896049º,1.4903100º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-3,"Waypoint 'Colladito del pluviómetro', tiempo 1:35h, altura 1.552m, coordenadas 42.4837390º, 1.4771769º.",waypoint,12,3,Colladito del pluviómetro,1:35h,1.552m,42.4837390º,1.4771769º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-4,"Waypoint 'Ermita de Sant Joan Evangelista de Aixàs', tiempo 2:00h, altura 1.534m, coordenadas 42.4855220º, 1.4670899º.",waypoint,12,4,Ermita de Sant Joan Evangelista de Aixàs,2:00h,1.534m,42.4855220º,1.4670899º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-5,"Waypoint 'Canal de los lirios', tiempo 3:00h, altura 1.957m, coordenadas 42.4959690º, 1.4680119º.",waypoint,12,5,Canal de los lirios,3:00h,1.957m,42.4959690º,1.4680119º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-6,"Waypoint 'Bony de la Pica', tiempo 4:25h, altura 2.402m, coordenadas 42.5048199º, 1.4603929º.",waypoint,12,6,Bony de la Pica,4:25h,2.402m,42.5048199º,1.4603929º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-7,"Waypoint 'Pico de Enclar', tiempo 4:40h, altura 2.388m, coordenadas 42.5099900º, 1.46835590º.",waypoint,12,7,Pico de Enclar,4:40h,2.388m,42.5099900º,1.46835590º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-8,"Waypoint 'Collado de Montaner', tiempo 5:05h, altura 2.078m, coordenadas 42.5162899º, 1.4643769º.",waypoint,12,8,Collado de Montaner,5:05h,2.078m,42.5162899º,1.4643769º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-9,"Waypoint 'Cortals de Sispony', tiempo 5:50h, altura 1.673m, coordenadas 42.5263589º, 1.4836840º.",waypoint,12,9,Cortals de Sispony,5:50h,1.673m,42.5263589º,1.4836840º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-10,"Waypoint '1     Museo - Casa Rull de Sispony', tiempo 6:55h, altura 1.335m, coordenadas 42.5322630º, 1.51431603º.",waypoint,12,10,1     Museo - Casa Rull de Sispony,6:55h,1.335m,42.5322630º,1.51431603º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-11,"Waypoint 'Ermita de Sant Antoni de la Grella', tiempo 7:30h, altura 1.146m, coordenadas 42.5275409º, 1.5208110º.",waypoint,12,11,Ermita de Sant Antoni de la Grella,7:30h,1.146m,42.5275409º,1.5208110º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
12_wp-12,"Waypoint 'Rec del Solà', tiempo 8:00h, altura 1.100m, coordenadas 42.5133619º, 1.5297050º.",waypoint,12,12,Rec del Solà,8:00h,1.100m,42.5133619º,1.5297050º,2,Andorra,Parroquia de Andorra la Vella,Andorra la Vella,,,,Bony de la Pica (2.402m) desde la Margineda,Rutas circulares;Ascensiones media montaña;Paisajes pintorescos;Patrimonio histórico,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",24.6,947.0,2402.0,1625.0,,540.0,Calle Mayor de Santa Coloma,Santa Coloma,https://www.rutaspirineos.org/rutas/bony-de-la-pica-margineda-sispony-andorra,11/11/2025
