Pais,Region,Provincia,Comarca,Zona,Pueblo,Nombre de la ruta,Categoria,Dificultad,Descripcion dificultad,Distancia Total,Altitud minima,Altitud máxima,Desnivel acumulado,Tiempo total efectivo,Punto de salida / llegada,Población más cercana,Link archivo,Pdf_path,Fecha
Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Taillón (3.144m) por la Brecha de Rolando,Paisajes pintorescos;Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,2.208,3.144,+400m | +557m/-957m,1:40h | 4:40h,Collado de Tentes,Gavarnie,https://www.rutaspirineos.org/rutas/taillon-por-brecha-de-rolando-y-sarradets,True,12/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Pineta,Bielsa,Cascada del Cinca y cascadas de Lalarri,"Lagos, ríos y cascadas;Paisajes pintorescos;Familias y niños;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7 km,1.279,1.690,500m,4:10h,Aparcamiento del valle de Pienta,Bielsa,https://www.rutaspirineos.org/rutas/cascadas-del-cinca-y-cascadas-de-lalarri,True,12/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,"Paisajes pintorescos;Lagos, ríos y cascadas;Rutas circulares",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"20,1 km",1.305,1.977,890m,6:45h,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,True,12/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Cola de Caballo por las gradas de Soaso,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,5 km",1.305,1.755,500m,5:40h,Pradera de Ordesa,Torla,https://www.rutaspirineos.org/rutas/cola-de-caballo-por-las-gradas-de-soaso,True,12/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Sendero adaptado de la Pradera de Ordesa,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/sendero-adaptado-pradera-de-ordesa,True,12/11/2025
España,Aragón,Huesca,Sobrarbe,Valle de Escuaín,Tella-Sin,Sendero de los miradores de Revilla en las Gargantas de Escuaín,Familias y niños;Flora y fauna;Rutas circulares;Patrimonio histórico,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,5 km",1.195,1.362,200m,1:35h,Curva carretera antes de Revilla,Revilla,https://www.rutaspirineos.org/rutas/miradores-de-revilla-angones-gargantas-de-escuain,True,12/11/2025
España,Cataluña,Gerona,El Ripollés,Valle de Camprodón,Setcases,Gra de Fajol (2.714m) por el espolón NE,Rutas circulares;Ascensiones alta montaña;Crestas y corredores,Alta (AD),"Rutas de alta montaña en un terreno bastante vertical y donde los agarres son menos evidentes. Se trata de vías de escalada de dificultad moderada, con el uso obligatorio de la cuerda.",6 km,2.087,2.714,640m,4:45h,Pàrking refugio de Ulldeter,Setcases,https://www.rutaspirineos.org/rutas/espolon-nord-este-del-gra-de-fajol,True,12/11/2025
España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Queralbs,Puigmal (2.913m) por Fontalba,Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",15 km,1.980,2.913,1.000m,4:30h,Collada de Fontalba,Queralbs,https://www.rutaspirineos.org/rutas/puigmal-por-fontalba,True,12/11/2025
España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Olot,"Circuito de los volcanes, lavas y antiguos lagos",Familias y niños;Rutas circulares;Paisajes pintorescos,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,8 km",435,604,175m,2:40h,Parc Nou de Olot,Olot,https://www.rutaspirineos.org/rutas/circuit-dels-volcans-laves-i-antics-llacs,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,La llanura ampurdanesa,Castellón de Ampurias,La Reserva Integral de Les Llaunes,"Flora y fauna;Rutas circulares;Lagos, ríos y cascadas;Familias y niños",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","8,2 km",1,2,2m,2:05h,El Cortalet,Castellón de Ampurias,https://www.rutaspirineos.org/rutas/al-voltant-de-la-reserva-integral-de-les-llaunes,True,12/11/2025
España,Aragón,Huesca,La Jacetania,Valles de Ansó y Hecho,Ansó,Bosque de Gamueta desde el refugio de Linza,Familias y niños;Rutas circulares;Flora y fauna,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,5 km",1.286,1.497,415m,2:25h,Refugio de Linza,Ansó,https://www.rutaspirineos.org/rutas/bosque-de-gamueta-desde-el-refugio-de-linza,True,12/11/2025
España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Benasque,Forau y cascada de Aigualluts,Familias y niños;Paisajes pintorescos;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7 km,1.900,2.280,400m,3:00h,La Besurta,Benasque,https://www.rutaspirineos.org/rutas/forau-de-aigualluts-refugio-renclusa-desde-la-besurta,True,12/11/2025
España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Benasque,Ibones de Villamuerta desde la Besurta,"Lagos, ríos y cascadas;Familias y niños",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,8 km",1.900,2.081,185m,1:45h,La Besurta,Benasque,https://www.rutaspirineos.org/rutas/ibones-de-villamuerta-besurta-benasque,True,12/11/2025
España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Benasque,Maladeta Oriental (3.308m) y pico Abadías (3.271m) por la Renclusa,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","12,5 km",1.920,3.308,+960m | +625m/-1.550m,2:40h | 5:45h,La Besurta,Benasque,https://www.rutaspirineos.org/rutas/pico-maladeta-oriental-y-pico-abadias,True,12/11/2025
España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por el refugio Ángel Orús,Ascensiones alta montaña;Cimas de 3.000m,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.",16 km,1.550,3.375,+600m | +1.275m/-1.875m,1:45h | 8:00h,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/posets-por-refugio-angel-orus,True,12/11/2025
España,Aragón,Huesca,La Ribagorza,Valle de Benasque,Eriste,Posets (3.375m) por la cresta de Espadas,Ascensiones alta montaña;Crestas y corredores;Cimas de 3.000m,Alta (PD+),Rutas de alta montaña con trepadas (nociones de escalada) generalmente con generosos agarres. La cuerda puede ser necesaria.,"17,5 km",1.550,3.375,+600m | +1.450m / -2.050m,1:45h | 10:15h,Párking puente de Espigantosa,Eriste,https://www.rutaspirineos.org/rutas/cresta-de-espadas-al-posets,True,12/11/2025
España,Aragón,Huesca,La Ribagorza,Valle de Barrabés (Huesca),Aneto,Vallibierna (3.067m) y Culebras (3.062m) por Llauset,Rutas circulares;Crestas y corredores;Cimas de 3.000m;Ascensiones alta montaña,Alta (F+),"Rutas de alta montaña con trepadas fáciles y con buenos agarres, por lo que es necesario usar las manos para progresar.",12 km,2.200,3.067,900m,5:35h,Embalse de Llauset,Aneto y Senet de Barrabés,https://www.rutaspirineos.org/rutas/pico-de-vallibierna-y-tuca-de-culebras-desde-llauset,True,12/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Los Valles de Valira,Collado de Conflent en Os de Civís,Familias y niños;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,8 km",1.683,2.200,550m,3:00h,,Os de Civís,https://www.rutaspirineos.org/rutas/collada-de-conflent-os-de-civis,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,El pequeño lago de Davall en Comes de Rubió,Familias y niños;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,2 km",1.961,2.086,125m,2:00h,Refugio Comes de Rubió,Rubió,https://www.rutaspirineos.org/rutas/estany-davall-volta-comes-de-rubio,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Vall Ferrera,Alins,Ermita de Sant Quir en Alins,Familias y niños;Patrimonio histórico,Baja,"Paseos cortos, con poco desnivel y sin dificultades.",1 km,1.045,1.106,60m,0:40h,Inicio del pueblo de Alins,Alins,https://www.rutaspirineos.org/rutas/ermita-de-sant-quir-alins,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Vall Ferrera,Alins,Itinerario por el Bosque de Virós,Familias y niños;Patrimonio histórico;Rutas circulares;Raquetas de nieve;Flora y fauna,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","5,8 km",1.280,1.430,185m,2:00h,Aparcamiento bordas de Virós,Araós,https://www.rutaspirineos.org/rutas/itinerario-por-el-bosc-de-viros-buiro-santes-creus,True,12/11/2025
España,Cataluña,Lérida,Val d'Aran,Naut Aran,Salardú,Lago de Baciver desde el Pla de Beret,"Familias y niños;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,5 km,1.852,2.123,280m,2:05h,Aparcamiento del Orri,Salardú,https://www.rutaspirineos.org/rutas/estany-de-baciver-val-aran-beret,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Sort,Malmercat y el castillo de Arcalís desde Sort,Paisajes pintorescos;Patrimonio histórico;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"24,4 km",640,1.054,1.220m,7:30h,Hotel Les Brases - Sort,Sort,https://www.rutaspirineos.org/rutas/castell-arcalis-sort,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Cardós,Esterri de Cardós,Mirador del Cap de la Roca en Esterri de Cardós,Familias y niños;Paisajes pintorescos,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","3,6 km",1.195,1.230,40m,1:00h,Esterri de Cardós,Esterri de Cardós,https://www.rutaspirineos.org/rutas/mirador-del-cap-de-la-roca-en-esterri-de-cardos,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Las Valls d'Àneu,Alós de Isil,Mont Valier (2.838m) y pico de la Pala Clavera (2.721m),Rutas circulares;Ascensiones alta montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","22,5 km",1.475,2.838,+1.600m/-830m | +880m/-1.650m,5:20h | 5:45h,Puente de Perosa,Alós d'Isil,https://www.rutaspirineos.org/rutas/mont-valier-petit-mont-valier-y-pico-de-la-pala-clavera,True,12/11/2025
España,Cataluña,Lérida,Val d'Aran,Naut Aran,Salardú,"Montgarri, un santuario entre el Aran y el Pallars",Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,6 km",1.653,1.845,205m,2:20h,Pla de Beret,Salardú,https://www.rutaspirineos.org/rutas/santuario-de-montgarri-desde-el-plan-de-beret,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Vall Ferrera,Alins,Pica d'Estats (3.143m) desde la Vall Ferrera,Ascensiones alta montaña;Cimas de 3.000m;Paisajes pintorescos,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","20,4 km",1.805,3.143,1.338m,10:15h,La Molinassa,Àreu,https://www.rutaspirineos.org/rutas/pica-estats-desde-el-refugio-de-la-vall-ferrera,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Cardós,Tavascan-Lladorre,Pico de la Coma del Forn (2.685m) desde la Pleta del Prat,Ascensiones alta montaña;Raquetas de nieve,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","6,8 km",1.720,2.685,965m,5:35h,Refugio Pleta del Prat,Tavascan,https://www.rutaspirineos.org/rutas/pico-de-la-coma-del-forn-desde-la-pleta-del-prat-tavascan,True,12/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Montferrer y Castellbò,Por los bosques de Sant Joan de l'Erm,Familias y niños;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,9 km",1.489,1.936,475m,2:55h,Refugio de la Basseta,Castellbò,https://www.rutaspirineos.org/rutas/pels-boscos-de-sant-joan-de-lerm,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Ruta de las fuentes de Llagunes,"Familias y niños;Lagos, ríos y cascadas;Rutas circulares",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,7 km",1.270,1.320,90m,0:45h,Llagunes - Refugio Vall de Siarb,Llagunes,https://www.rutaspirineos.org/rutas/ruta-de-les-fonts-llagunes,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Torreta del Orri (2.439m) desde Llagunes,Rutas circulares;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,6 km",1.302,2.439,1.200m,6:00h,Llagunes - Refugio Vall de Siarb,Llagunes,https://www.rutaspirineos.org/rutas/torreta-de-orri-desde-llagunes,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Torreta del Orri (2.439m) por las Comes de Rubió,Raquetas de nieve;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,18 km,1.648,2.439,800m,6:45h,Rubió,Rubió,https://www.rutaspirineos.org/rutas/torreta-orri-por-comes-de-rubio,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,Virgen de Arboló y Gerri de la Sal desde Sort,"Patrimonio histórico;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,3 km",585,817,+461m / -544m,5:00h,Hotel Les Brases - Sort,Sort,https://www.rutaspirineos.org/rutas/mare-de-deu-arbolo-gerri-de-la-sal-sort,C:\Users\jessi\OneDrive\Escritorio\MÁSTER-UOC\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-mare-de-deu-arbolo-gerri-de-la-sal-sort_es.pdf,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Vuelta a la sierra de Freixa desde Llagunes,"Rutas circulares;Lagos, ríos y cascadas",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,5 km",1.302,1.700,500m,2:40h,Llagunes - Refugio Vall de Siarb,Llagunes,https://www.rutaspirineos.org/rutas/volta-a-la-serra-de-freixa-des-de-llagunes,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Mig Pallars,Llavorsí,Vuelta a los campos de Arnui desde Llavorsí,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,5 km,811,1.347,540m,1:50h,Escuelas de Llavorsí,Llavorsí,https://www.rutaspirineos.org/rutas/volta-als-camps-arnui-llavorsi,True,12/11/2025
España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Soriguera,Vuelta al refugio de Comes de Rubió,Familias y niños;Rutas circulares;Raquetas de nieve,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,9 km",1.700,2.052,400m,3:30h,Puerto del Cantó,Rubió,https://www.rutaspirineos.org/rutas/vuelta-al-refugio-de-les-comes-de-rubio-desde-port-del-canto,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Camino Antiguo de Cadaqués al Cabo de Creus,"Paisajes pintorescos;Lagos, ríos y cascadas",Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"14,8 km",1,80,760m,4:00h,Paseo de Cadaqués,Cadaqués,https://www.rutaspirineos.org/rutas/cami-antic-cadaques-far-cap-de-creus,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Llançà,Carrerada de Sant Pere de Rodes,"Paisajes pintorescos;Lagos, ríos y cascadas;Patrimonio histórico;Rutas circulares",Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"12,4 km",0,357,520m,4:15h,Oficina de Turismo de Llançà,Llançà,https://www.rutaspirineos.org/rutas/carrerada-de-sant-pere-de-rodes-llanca,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Port de la Selva,Castillo de Sant Salvador de Verdera desde Sant Pere de Rodes,Paisajes pintorescos;Patrimonio histórico;Ascensiones media montaña,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,6 km",521,682,165m,0:35h,Monasterio Sant Pere de Rodes,Puerto de la Selva,https://www.rutaspirineos.org/rutas/castell-sant-salvador-de-verdera-des-de-sant-pere-de-rodes,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Faro de Cala Nans desde Cadaqués,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.",5 km,13,86,180m,1:20h,Hotel Rocamar,Cadaqués,https://www.rutaspirineos.org/rutas/far-de-cala-nans-des-de-cadaques,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Palau-saverdera,Itinerario circular de Palau-saverdera a Sant Onofre,Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"5,9 km",116,467,360m,1:50h,La Font de Dalt,Palau-saverdera,https://www.rutaspirineos.org/rutas/itinerari-ermita-sant-onofre-mas-ventos-palau-saverdera,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Palau-saverdera,Itinerario megalítico de la Fontasia en Palau-saverdera,Patrimonio histórico;Rutas circulares;Familias y niños,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,8 km",116,253,150m,1:05h,La Font de Dalt,Palau-saverdera,https://www.rutaspirineos.org/rutas/itinerari-megalitic-fontasia-dolmens-palau-saverdera,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Montaña Negra de Cadaqués,Rutas circulares;Ascensiones media montaña;Patrimonio histórico,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,10 km,3,433,470m,3:15h,Cadaqués - Edificio del Casino,Cadaqués,https://www.rutaspirineos.org/rutas/circular-a-la-muntanya-negra-des-de-cadaques,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Paseo por el Paraje de Tudela,"Paisajes pintorescos;Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","5,6 km",5,66,150m,1:15h,Valla Paraje de Tudela,Cadaqués,https://www.rutaspirineos.org/rutas/paratge-de-tudela-cap-de-creus,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Port de la Selva,Por los dominios de Sant Pere de Rodes,Paisajes pintorescos;Patrimonio histórico;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,6 km",50,558,920m,5:35h,Ermita de Santa Helena,Puerto de la Selva,https://www.rutaspirineos.org/rutas/pels-dominis-de-sant-pere-de-rodes,True,12/11/2025
España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Rosas,Ruta circular por el Cap de Norfeu,Paisajes pintorescos;Familias y niños;Patrimonio histórico;Rutas circulares,Baja,"Paseos cortos, con poco desnivel y sin dificultades.","4,7 km",59,171,275m,1:40h,Collado del Canadell,Rosas,https://www.rutaspirineos.org/rutas/cap-de-norfeu-montjoi-joncols-roses,True,12/11/2025
España,Cataluña,Lérida,Alto Urgel,La Vall de la Vansa,La Vansa y Fórnols,Ascensión a la Torreta de Cadí (2.562m),Paisajes pintorescos;Rutas circulares;Ascensiones media montaña,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","23,6 km",1.364,2.562,1.345m,7:05h,Iglesia de Sant Martí de Adraén,Adraén,https://www.rutaspirineos.org/rutas/torreta-de-cadi,True,12/11/2025
España,Cataluña,Lérida,Alto Urgel,Urgellet,Cava,Cava y Querforadat en la cara norte del Cadí,Paisajes pintorescos;Patrimonio histórico;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,4 km",1296,1599,525m,2:30h,Cava,Cava,https://www.rutaspirineos.org/rutas/cava-querforadat-a-la-cara-nord-del-cadi,True,12/11/2025
España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Montellá y Martinet,Circular a Prat de Cadí por el collado de Pallers,Paisajes pintorescos;Familias y niños;Rutas circulares,Media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"8,3 km",1474,1831,472m,2:55h,Iglesia de Sant Climent,Estana,https://www.rutaspirineos.org/rutas/prat-de-cadi-pel-coll-de-pallers-estana,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,El Bullidor de la Llet,"Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","2,4 km",910,1.032,130m,0:40h,Cal Cerdanyola,Bagá,https://www.rutaspirineos.org/rutas/bullidor-de-la-llet-baga-bergueda,True,12/11/2025
España,Cataluña,Lérida,Alto Urgel,La Vall de la Vansa,Josa i Tuixent,El Cadinell (2.113m) desde Josa de Cadí,Paisajes pintorescos;Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"8,3 km",1.393,2.113,720m,3:30h,Entrada de Josa de Cadí,Josa de Cadí,https://www.rutaspirineos.org/rutas/el-cadinell-desde-josa-de-cadi,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,Itinerario adaptado hasta el mirador de Els Orris,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/itinerario-adaptado-al-mirador-dels-orris,True,12/11/2025
España,Cataluña,Lérida,Cerdaña (Lérida),Valle de la Cerdaña (Lérida),Bellver de Cerdaña,Itinerario adaptado hasta el mirador del Cap del Ras,Movilidad reducida,,,,,,,,,,https://www.rutaspirineos.org/rutas/itinerario-adaptado-al-mirador-del-cap-del-ras,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Alto Llobregat,Bagá,La Dou del Bastareny,"Familias y niños;Lagos, ríos y cascadas",Baja,"Paseos cortos, con poco desnivel y sin dificultades.","0,4 km",945,961,25m,0:10h,Puente de piedra del Bastareny,Bagá,https://www.rutaspirineos.org/rutas/la-dou-del-bastareny,True,12/11/2025
España,Cataluña,Gerona,Cerdaña (Gerona),Valle de la Cerdaña (Gerona),Alp,La Tosa (2.536m) desde Urús,Ascensiones media montaña,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"17,3 km",1.264,2.536,1.350m,6:45h,Plaza Major de Urús,Urús,https://www.rutaspirineos.org/rutas/tosa-alp-des-de-urus-cerdanya,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca (2.506m) desde Gósol,Ascensiones alta montaña;Paisajes pintorescos,Alta (F),"Rutas de alta montaña en terreno poco abrupto en el que no hay grandes dificultades. Precisa algo de experiencia y de entrenamiento suficiente para este tipo de terrenos. Puede ser necesario usar las manos para guardar el equilibrio en algún momento puntual. Se trata de itinerarios bastante fáciles con pendientes suaves (máximo 30-35°). F (Fácil) es ya un grado de dificultad, no se trata de dificultad 0.","8,4 km",1.415,2.506,1.100m,6:45h,Gósol - Hostal Cal Franciscó,Gósol,https://www.rutaspirineos.org/rutas/pedraforca-por-gosol-bergueda,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Saldes,Pedraforca (2.506m) por el collado del Verdet y la Enforcadura,Rutas circulares;Paisajes pintorescos;Ascensiones alta montaña,Alta (PD),"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","8,1 km",1.573,2.506,1.100m,5:00h,Mirador del Gresolet,Saldes,https://www.rutaspirineos.org/rutas/pedraforca-pollego-superior-por-el-collado-del-verdet,True,12/11/2025
España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Paisajes pintorescos;Rutas circulares,Notable,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,Plaza Major,Gósol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,True,12/11/2025
