route_id,pais,region,provincia,comarca,zona,pueblo,nombre_ruta,categoria,dificultad,descripcion_dificultad,distancia_total,altitud_minima,altitud_maxima,desnivel_acumulado,Tiempo_total,Punto_salida_llegada,poblacion_cercana,link_archivo,pdf_path,fecha,distancia_total_km,altitud_minima_m,altitud_maxima_m,desnivel_acumulado_pos,desnivel_acumulado_neg,tiempo_total_min,dificultad_org,pais_org,region_org,provincia_org,comarca_org,zona_org,pueblo_org,nombre_ruta_org,Punto_salida_llegada_org,poblacion_cercana_org,categoria_org
31,espana,aragon,huesca,sobrarbe,valle de pineta,bielsa,cascada del cinca y cascadas de lalarri,lagos;rios y cascadas;paisajes pintorescos;familias y ninos;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,7 km,1.279,1.69,500m,4:10h,aparcamiento del valle de pienta,bielsa,https://www.rutaspirineos.org/rutas/cascadas-del-cinca-y-cascadas-de-lalarri,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-cascadas-del-cinca-y-cascadas-de-lalarri_es.pdf,11/11/2025,7.0,1279.0,1.69,500.0,,250.0,Media,España,Aragón,Huesca,Sobrarbe,Valle de Pineta,Bielsa,Cascada del Cinca y cascadas de Lalarri,Aparcamiento del valle de Pienta,Bielsa,lagos;rios y cascadas;paisajes pintorescos;familias y ninos;rutas circulares
32,espana,cataluna,lerida,pallars sobira,valle de siarb,sort,malmercat y el castillo de arcalis desde sort,paisajes pintorescos;patrimonio historico;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"24,4 km",640.0,1.054,1.220m,7:30h,hotel les brases  sort,sort,https://www.rutaspirineos.org/rutas/castell-arcalis-sort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castell-arcalis-sort_es.pdf,11/11/2025,24.4,640.0,1054.0,1220.0,,450.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,Valle de Siarb,Sort,Malmercat y el castillo de Arcalís desde Sort,Hotel Les Brases - Sort,Sort,paisajes pintorescos;patrimonio historico;rutas circulares
33,espana,cataluna,gerona,girones,el valle del ter,girona,el castillo de sant miquel desde gerona,patrimonio historico;familias y ninos;ascensiones media montana,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,6 km",64.0,385.0,330m,2:35h,plaza de sant pere de galligants,gerona,https://www.rutaspirineos.org/rutas/castell-de-sant-miquel-des-de-girona,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castell-de-sant-miquel-des-de-girona_es.pdf,11/11/2025,9.6,64.0,385.0,330.0,,155.0,Media,España,Cataluña,Gerona,Gironés,El valle del Ter,Girona,El castillo de Sant Miquel desde Gerona,Plaza de Sant Pere de Galligants,Gerona,patrimonio historico;familias y ninos;ascensiones media montana
34,espana,cataluna,gerona,bajo ampurdan,macizo del montgri,torroella de montgri y el estartit,castillo del montgri y zona de interes natural de les dunes,patrimonio historico;lagos;rios y cascadas;rutas circulares;ascensiones media montana,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"9,7 km",15.0,311.0,400m,3:00h,calle cami de les dunes,torroella de montgri,https://www.rutaspirineos.org/rutas/castell-montgri-i-zona-interes-natural-de-les-dunes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castell-montgri-i-zona-interes-natural-de-les-dunes_es.pdf,11/11/2025,9.7,15.0,311.0,400.0,,180.0,Media,España,Cataluña,Gerona,Bajo Ampurdán,Macizo del Montgrí,Torroella de Montgrí y el Estartit,Castillo del Montgrí y zona de interès natural de les Dunes,Calle Camí de les Dunes,Torroella de Montgrí,patrimonio historico;lagos;rios y cascadas;rutas circulares;ascensiones media montana
35,espana,cataluna,gerona,alto ampurdan,cabo de creus,port de la selva,castillo de sant salvador de verdera desde sant pere de rodes,paisajes pintorescos;patrimonio historico;ascensiones media montana,baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,6 km",521.0,682.0,165m,0:35h,monasterio sant pere de rodes,puerto de la selva,https://www.rutaspirineos.org/rutas/castell-sant-salvador-de-verdera-des-de-sant-pere-de-rodes,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castell-sant-salvador-de-verdera-des-de-sant-pere-de-rodes_es.pdf,11/11/2025,1.6,521.0,682.0,165.0,,35.0,Baja,España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Port de la Selva,Castillo de Sant Salvador de Verdera desde Sant Pere de Rodes,Monasterio Sant Pere de Rodes,Puerto de la Selva,paisajes pintorescos;patrimonio historico;ascensiones media montana
36,espana,cataluna,barcelona,maresme,sierras de marina montnegre y corredor,argentona,el castillo de burriac y el camino de las fuentes desde argentona,familias y ninos;rutas circulares;patrimonio historico,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"8,5 km",95.0,401.0,508 m,3:40 h,parque de la font picant,argentona,https://www.rutaspirineos.org/rutas/castillo-burriac-argentona,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castillo-burriac-argentona_es.pdf,11/11/2025,8.5,95.0,401.0,508.0,,220.0,Media,España,Cataluña,Barcelona,Maresme,"Sierras de Marina, Montnegre y Corredor",Argentona,El castillo de Burriac y el Camino de las Fuentes desde Argentona,Parque de la Font Picant,Argentona,familias y ninos;rutas circulares;patrimonio historico
37,espana,cataluna,lerida,pallars jussa,conca della,figuerola de orcau y orcau,castillo de orcau,familias y ninos;patrimonio historico,baja,"Paseos cortos, con poco desnivel y sin dificultades.","1,3 km",774.0,887.0,113m,0:45h,plaza de arriba de orcau,orcau,https://www.rutaspirineos.org/rutas/castillo-de-orcau,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castillo-de-orcau_es.pdf,11/11/2025,1.3,774.0,887.0,113.0,,45.0,Baja,España,Cataluña,Lérida,Pallars Jussá,Conca Dellá,Figuerola de Orcau y Orcau,Castillo de Orcau,Plaza de arriba de Orcau,Orcau,familias y ninos;patrimonio historico
38,espana,cataluna,lerida,pallars jussa,montsec,llimiana,castillo de sant gervas,familias y ninos;patrimonio historico;rutas circulares,baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,845.0,990.0,150m,1:15h,iglesia sant miquel de la vall,sant miquel de la vall,https://www.rutaspirineos.org/rutas/castillo-de-sant-gervas,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-castillo-de-sant-gervas_es.pdf,11/11/2025,3.0,845.0,990.0,150.0,,75.0,Baja,España,Cataluña,Lérida,Pallars Jussá,Montsec,Llimiana,Castillo de Sant Gervàs,Iglésia Sant Miquel de la Vall,Sant Miquel de la Vall,familias y ninos;patrimonio historico;rutas circulares
39,espana,cataluna,lerida,alto urgel,urgellet,cava,cava y querforadat en la cara norte del cadi,paisajes pintorescos;patrimonio historico;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,4 km",1296.0,1599.0,525m,2:30h,cava,cava,https://www.rutaspirineos.org/rutas/cava-querforadat-a-la-cara-nord-del-cadi,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-cava-querforadat-a-la-cara-nord-del-cadi_es.pdf,11/11/2025,7.4,1296.0,1599.0,525.0,,150.0,Media,España,Cataluña,Lérida,Alto Urgel,Urgellet,Cava,Cava y Querforadat en la cara norte del Cadí,Cava,Cava,paisajes pintorescos;patrimonio historico;rutas circulares
40,espana,cataluna,barcelona,osona,collsacabra,rupit y pruit,el salto de sallent y los riscos de casadevall desde rupit,paisajes pintorescos;lagos;rios y cascadas;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,5 km",675.0,926.0,400m,3:45h,rupit,rupit,https://www.rutaspirineos.org/rutas/cingles-de-casadevall-des-de-rupit-collsacabra,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-cingles-de-casadevall-des-de-rupit-collsacabra_es.pdf,11/11/2025,10.5,675.0,926.0,400.0,,225.0,Media,España,Cataluña,Barcelona,Osona,Collsacabra,Rupit y Pruit,El salto de Sallent y los riscos de Casadevall desde Rupit,Rupit,Rupit,paisajes pintorescos;lagos;rios y cascadas;rutas circulares
41,espana,cataluna,barcelona,bergueda,sierra de ensija,figols,ruta circular por los cingles de vallcebre,rutas circulares;paisajes pintorescos,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"16,25 km",956.0,1.308,900m,5:20h,sant corneli  h santa barbara,sant corneli de cercs,https://www.rutaspirineos.org/rutas/cingles-de-vallcebre-desde-sant-corneli-de-cercs,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-cingles-de-vallcebre-desde-sant-corneli-de-cercs_es.pdf,11/11/2025,16.25,956.0,1308.0,900.0,,320.0,Notable,España,Cataluña,Barcelona,Berguedá,Sierra de Ensija,Fígols,Ruta circular por los Cingles de Vallcebre,Sant Corneli - H. Santa Bárbara,Sant Corneli de Cercs,rutas circulares;paisajes pintorescos
42,espana,cataluna,lerida,val daran,naut aran,salardu,circo y lagos de colomers desde el plan des banhs,paisajes pintorescos;lagos;rios y cascadas;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,16 km,1.755,2.237,550m,6:00h,plan des banhs,salardu,https://www.rutaspirineos.org/rutas/circ-estanys-de-colomers-ruta-dels-7-llacs-val-aran,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circ-estanys-de-colomers-ruta-dels-7-llacs-val-aran_es.pdf,11/11/2025,16.0,1755.0,2237.0,550.0,,360.0,Notable,España,Cataluña,Lérida,Val d'Aran,Naut Aran,Salardú,Circo y lagos de Colomèrs desde el Plan des Banhs,Plan des Banhs,Salardú,paisajes pintorescos;lagos;rios y cascadas;rutas circulares
43,francia,mediodiapirineos,altos pirineos,pays toy,gavarnie,,circo de gavarnie y la gran cascada,paisajes pintorescos;familias y ninos;lagos;rios y cascadas,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,11 km,1.365,1.75,385m,3:20h,oficina de turismo de gavarnie,gavarnie,https://www.rutaspirineos.org/rutas/circo-de-gavarnie-la-grande-cascade,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circo-de-gavarnie-la-grande-cascade_es.pdf,11/11/2025,11.0,1365.0,1.75,385.0,,200.0,Media,Francia,Mediodía-Pirineos,Altos Pirineos,Pays Toy,Gavarnie,,Circo de Gavarnie y la Gran Cascada,Oficina de Turismo de Gavarnie,Gavarnie,paisajes pintorescos;familias y ninos;lagos;rios y cascadas
44,espana,cataluna,gerona,garrotxa,la comarca de olot,besalu,circular besalu  beuda,patrimonio historico;rutas circulares;familias y ninos,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"13,5 km",154.0,370.0,380m,3:20h,parada de autobus de besalu,besalu,https://www.rutaspirineos.org/rutas/circuit-de-besalu-beuda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circuit-de-besalu-beuda_es.pdf,11/11/2025,13.5,154.0,370.0,380.0,,200.0,Media,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Besalú,Circular Besalú - Beuda,Parada de autobús de Besalú,Besalú,patrimonio historico;rutas circulares;familias y ninos
45,espana,cataluna,gerona,garrotxa,la comarca de olot,olot,circuito de los volcanes lavas y antiguos lagos,familias y ninos;rutas circulares;paisajes pintorescos,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"10,8 km",435.0,604.0,175m,2:40h,parc nou de olot,olot,https://www.rutaspirineos.org/rutas/circuit-dels-volcans-laves-i-antics-llacs,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circuit-dels-volcans-laves-i-antics-llacs_es.pdf,11/11/2025,10.8,435.0,604.0,175.0,,160.0,Media,España,Cataluña,Gerona,Garrotxa,La comarca de Olot,Olot,"Circuito de los volcanes, lavas y antiguos lagos",Parc Nou de Olot,Olot,familias y ninos;rutas circulares;paisajes pintorescos
46,espana,cataluna,gerona,alto ampurdan,cabo de creus,cadaques,montana negra de cadaques,rutas circulares;ascensiones media montana;patrimonio historico,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,10 km,3.0,433.0,470m,3:15h,cadaques  edificio del casino,cadaques,https://www.rutaspirineos.org/rutas/circular-a-la-muntanya-negra-des-de-cadaques,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-a-la-muntanya-negra-des-de-cadaques_es.pdf,11/11/2025,10.0,3.0,433.0,470.0,,195.0,Media,España,Cataluña,Gerona,Alto Ampurdán,Cabo de Creus,Cadaqués,Montaña Negra de Cadaqués,Cadaqués - Edificio del Casino,Cadaqués,rutas circulares;ascensiones media montana;patrimonio historico
47,francia,aquitania,pirineos atlanticos,valle de aspe,bedousaccous,,circular por la cabecera del valle de aspe desde sansanet,familias y ninos;rutas circulares;lagos;rios y cascadas;raquetas de nieve,baja,"Paseos cortos, con poco desnivel y sin dificultades.",3 km,1.315,1.4,150m,1:00h,area de sansanet,urdos o candanchu,https://www.rutaspirineos.org/rutas/circular-cabecera-del-valle-de-aspe,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-cabecera-del-valle-de-aspe_es.pdf,11/11/2025,3.0,1315.0,1.4,150.0,,60.0,Baja,Francia,Aquitania,Pirineos Atlánticos,Valle de Aspe,Bedous-Accous,,Circular por la cabecera del valle de Aspe desde Sansanet,Área de Sansanet,Urdos o Candanchú,familias y ninos;rutas circulares;lagos;rios y cascadas;raquetas de nieve
48,espana,cataluna,barcelona,garraf,macizo del garraf y sierra de ordal,olerdola,circular por la montana de olerdola,patrimonio historico;rutas circulares,media,Caminatas de distancia y desnivel moderados que no superan los 14 km de largo ni los 600m de desnivel.,"7,6 km",169.0,340.0,+ 290 m / - 290 m,4:00 h,conjunto monumental olerdola,sant miquel dolerdola,https://www.rutaspirineos.org/rutas/circular-castillo-olerdola,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-castillo-olerdola_es.pdf,11/11/2025,7.6,169.0,340.0,290.0,,240.0,Media,España,Cataluña,Barcelona,Garraf,Macizo del Garraf y sierra de Ordal,Olérdola,Circular por la Montaña de Olèrdola,Conjunto Monumental Olèrdola,Sant Miquel d’Olèrdola,patrimonio historico;rutas circulares
49,espana,aragon,huesca,sobrarbe,valle de ordesa,torla,circular a la cola de caballo por la faja de pelay,paisajes pintorescos;lagos;rios y cascadas;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"20,1 km",1.305,1.977,890m,6:45h,pradera de ordesa,torla,https://www.rutaspirineos.org/rutas/circular-cola-de-caballo-por-faja-de-pelay,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-cola-de-caballo-por-faja-de-pelay_es.pdf,11/11/2025,20.1,1305.0,1977.0,890.0,,405.0,Notable,España,Aragón,Huesca,Sobrarbe,Valle de Ordesa,Torla,Circular a la Cola de Caballo por la Faja de Pelay,Pradera de Ordesa,Torla,paisajes pintorescos;lagos;rios y cascadas;rutas circulares
50,francia,mediodiapirineos,altos pirineos,valle de aure,saintlarysoulan,,ruta circular por los lagos de neouvielle,lagos;rios y cascadas;rutas circulares;paisajes pintorescos,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"11,1 km",1.857,2.215,515m,4:15h,lago de oredon,saintlarysoulan,https://www.rutaspirineos.org/rutas/circular-lagos-de-neouvielle,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-lagos-de-neouvielle_es.pdf,11/11/2025,11.1,1857.0,2215.0,515.0,,255.0,Notable,Francia,Mediodía-Pirineos,Altos Pirineos,Valle de Aure,Saint-Lary-Soulan,,Ruta circular por los lagos de Néouvielle,Lago de Orédon,Saint-Lary-Soulan,lagos;rios y cascadas;rutas circulares;paisajes pintorescos
51,espana,cataluna,barcelona,bergueda,los valles de saldes y gosol,gosol,pedraforca 360,paisajes pintorescos;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,17 km,1.403,1.844,759m,4:15h,plaza major,gosol,https://www.rutaspirineos.org/rutas/circular-pedraforca-360-bergueda,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-pedraforca-360-bergueda_es.pdf,11/11/2025,17.0,1403.0,1844.0,759.0,,255.0,Notable,España,Cataluña,Barcelona,Berguedá,Los valles de Saldes y Gósol,Gósol,Pedraforca 360,Plaza Major,Gósol,paisajes pintorescos;rutas circulares
52,espana,aragon,huesca,alto gallego,valle de tena,panticosa,picos del infierno 3073m3082m3076m desde el balneario de panticosa,rutas circulares;ascensiones alta montana;crestas y corredores;cimas de 3000m,alta,"Rutas de alta montaña con trepadas en terreno expuesto y de cierta dificultad, aunque en general hay buenos agarres para cogerse. Posibilidad de aristas y crestas estrechas y aéreas. El uso de la cuerda puede hacerse necesario en más de una ocasión. Pendientes de 40-45°.","16,6 km",1.637,3.082,+753m | +844m / -1.597m,2:45h | 7:15h,refugio casa de piedra,panticosa,https://www.rutaspirineos.org/rutas/circular-picos-del-infierno-desde-el-balneario-de-panticosa,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-picos-del-infierno-desde-el-balneario-de-panticosa_es.pdf,11/11/2025,16.6,1637.0,3082.0,753.0,-1597.0,165.0,Alta (PD),España,Aragón,Huesca,Alto Gállego,Valle de Tena,Panticosa,Picos del Infierno (3.073m-3.082m-3.076m) desde el balneario de Panticosa,Refugio Casa de Piedra,Panticosa,rutas circulares;ascensiones alta montana;crestas y corredores;cimas de 3000m
53,espana,cataluna,lerida,pallars sobira,el valle de assua y el batlliu de sort,sort,circular sort  estac  peramea  gerri  arbolo  sort,patrimonio historico;lagos;rios y cascadas;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"48,4 km",586.0,1.34,2.280m,12:55h,hotel les brases  sort,sort,https://www.rutaspirineos.org/rutas/circular-sort-estac-peramea-gerri-sort,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-sort-estac-peramea-gerri-sort_es.pdf,11/11/2025,48.4,586.0,1.34,2280.0,,775.0,Notable,España,Cataluña,Lérida,Pallars Sobirá,El Valle de Àssua y el Batlliu de Sort,Sort,Circular Sort - Estac - Peramea - Gerri - Arboló - Sort,Hotel Les Brases - Sort,Sort,patrimonio historico;lagos;rios y cascadas;rutas circulares
54,espana,cataluna,lerida,pallars jussa,conca de tremp y terreta,sapeira,ruta circular por la terreta desde sapeira,paisajes pintorescos;patrimonio historico;rutas circulares,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,6 km",834.0,1.514,916m,6:10h,iglesia de sapeira,sapeira,https://www.rutaspirineos.org/rutas/circular-terreta-roureda-aulas-sapeira-castellet,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-terreta-roureda-aulas-sapeira-castellet_es.pdf,11/11/2025,15.6,834.0,1514.0,916.0,,370.0,Notable,España,Cataluña,Lérida,Pallars Jussá,Conca de Tremp y Terreta,Sapeira,Ruta circular por la Terreta desde Sapeira,Iglesia de Sapeira,Sapeira,paisajes pintorescos;patrimonio historico;rutas circulares
55,espana,cataluna,gerona,el ripolles,valle de ribes y nuria,ribes de freser,circular por el alt freser desde ribes,rutas circulares;patrimonio historico,alta,Excursiones más exigentes o bien porque son más largas o con mayor desnivel o con alguna dificultad concreta.,"15,4 km",925.0,1.35,640m,4:30h,castillo de sant pere,ribes de freser,https://www.rutaspirineos.org/rutas/circular-veinats-alt-freser-des-de-ribes-ripolles,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\data\rutas_pdf\RUTAS-PIRINEOS-circular-veinats-alt-freser-des-de-ribes-ripolles_es.pdf,11/11/2025,15.4,925.0,1.35,640.0,,270.0,Notable,España,Cataluña,Gerona,El Ripollés,Valle de Ribes y Nuria,Ribes de Freser,Circular por el Alt Freser desde Ribes,Castillo de Sant Pere,Ribes de Freser,rutas circulares;patrimonio historico
