route_id,pdf_path,table_idx,punto_de_paso,tiempo,altura,latitud,longitud
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Santuario de Meritxell - camino de Mereig,0:30h,1.469m,42.554239º,1.590478º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Bordas de Mereig,1:30h,1.849m,42.564073º,1.583664º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Collado de Montaup,1:55h,1.949m,42.568943º,1.587084º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Bordas de la Armiana,2:45h,1.840m,42.575724º,1.608987º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Collado de la Cauba,3:25h,1.900m,42.577717º,1.618335º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Ransol,4:15h,1.702m,42.581503º,1.638060º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Camino del valle de Incles,4:55h,1.944m,42.584027º,1.652042º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,1     Roca de l’Home Mort,5:25h,2.003m,42.591915º,1.662316º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Río de Incles,5:50h,1.770m,42.589614º,1.668727º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Fat Albert’s - Soldeu,7:00h,1.818m,42.577266º,1.667167º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Puente Collart,7:15h,1.723m,42.576074º,1.658927º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Puente colgante,7:55h,1.644m,42.577716º,1.634910º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Túnel,8:45h,1.633m,42.567250º,1.606293º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,3,Ermita de Santa Creu,9:00h,1.525m,42.565917º,1.599745º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Ermita de Santa Creu,0:00h,1.525m,42.565917º,1.599745º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Iglesia de Sant Miquel de Prats,0:10h,1.547m,42.560209º,1.593835º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Santuario de Meritxell - camino de Mereig,0:30h,1.469m,42.554239º,1.590478º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Bordas de Mereig,1:30h,1.849m,42.564073º,1.583664º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Collado de Montaup,1:55h,1.949m,42.568943º,1.587084º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Bordas de la Armiana,2:45h,1.840m,42.575724º,1.608987º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Collado de la Cauba,3:25h,1.900m,42.577717º,1.618335º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Ransol,4:15h,1.702m,42.581503º,1.638060º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Camino del valle de Incles,4:55h,1.944m,42.584027º,1.652042º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,1     Roca de l’Home Mort,5:25h,2.003m,42.591915º,1.662316º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Río de Incles,5:50h,1.770m,42.589614º,1.668727º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Fat Albert’s - Soldeu,7:00h,1.818m,42.577266º,1.667167º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Puente Collart,7:15h,1.723m,42.576074º,1.658927º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Puente colgante,7:55h,1.644m,42.577716º,1.634910º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Túnel,8:45h,1.633m,42.567250º,1.606293º,
16,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-circular-de-la-parroquia-de-canillo_es.pdf,4,Ermita de Santa Creu,9:00h,1.525m,42.565917º,1.599745º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Arinsal,0:00h,1.475m,42.5726731º,1.4838923º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Bordas de Percanela,0:50h,1.790m,42.5788143º,1.4863833º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Bordas del Torner,1:15h,1.940m,42.5819210º,1.4874549º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Bordas dels Prats Nous,1:30h,2.005m,42.5845009º,1.4863919º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Collado de Font Podrida,2:15h,2.060m,42.5905366º,1.4654765º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Refugio del Pla de l’Estany,2:30h,2.050m,42.5940069º,1.4604599º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Camino del Rec d’Areny,2:45h,1.988m,42.5904040º,1.4622230º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Borda de la Coruvilla,3:05h,1.880m,42.5863653º,1.4682255º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Barrera móvil / pista,3:40h,1.610m,42.5805337º,1.4789252º,
17,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-percanela-les-fonts-pla-de-estany_es.pdf,2,Arinsal,4:10h,1.475m,42.5726731º,1.4838923º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Merendero de la Comella,0:00h,1.340m,42.4984899º,1.5304969º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Cruce de la Font de la Ruta,0:07h,1.390m,42.4975679º,1.5318590º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Cruce del camino del Avier,0:35h,1.610m,42.4932139º,1.5377169º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Fuente de la Tartera Grande,0:45h,1.690m,42.4913650º,1.5418449º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Refugio de Prat Primer,2:00h,2.235m,42.4784660º,1.5503710º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Collado de la Caülla,2:35h,2.145m,42.4806879º,1.5324190º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Camino del Avier,2:50h,1.994m,42.4833769º,1.5306530º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Cruce,3:15h,1.716m,42.4901179º,1.5334100º,
18,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-de-prat-primer-i-bosc-de-la-caulla-comella_es.pdf,1,Merendero de la Comella,3:50h,1.340m,42.4984899º,1.5304969º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,Estación de tren de Queralbs,0:00h,1.180m,42.3511200º,2.1657840º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,La Ruira,0:50h,1.330m,42.3560870º,2.1654210º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,Cueva de Sant Pau,1:30h,1.495m,42.3654790º,2.1674800º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,Puente de Cremal,1:45h,1.500m,42.3705220º,2.1637210º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,Cua de Cavall,2:30h,1.735m,42.3807310º,2.1602690º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,Creu d’en Riba,2:35h,1.987m,42.3921960º,2.1529700º,
19,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-vell-de-queralbs-a-nuria_es.pdf,2,Santuario de Núria,3:15h,1.960m,42.3966320º,2.1535220º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Oficina de turismo del Valle de Lord,0:00h,909m,42.135972º,1.592309º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Portal de la Canal,0:05h,923m,42.137661º,1.591069º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Santa Creu dels Ollers,0:20h,935m,42.142122º,1.586594º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Fuente de la Puda,1:05h,868m,42.158027º,1.597352º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Puente de la Gafa,1:20h,902m,42.164965º,1.594494º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Molino de Baix,1:40h,969m,42.176463º,1.587929º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Fuentes del Cardener,2:00h,1.033m,42.182057º,1.579521º,
20,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cami-verd-vall-de-lord-fonts-del-cardener_es.pdf,3,Oficina de turismo del Valle de Lord,4:00h,909m,42.135972º,1.592309º,
21,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-de-zemeto-belagua_es.pdf,3,Refugio de Belagua,0:00h,1.426m,42.9447710º,-0.8350880º,
21,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-de-zemeto-belagua_es.pdf,3,Paso de Zemeto,0:15h,1.351m,42.9414810º,-0.8294260º,
21,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-de-zemeto-belagua_es.pdf,3,Mirador de Belagua,0:25h,1.356m,42.9392860º,-0.8345950º,
21,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-de-zemeto-belagua_es.pdf,3,Carretera - Cuartel de Yeguaceros,0:50h,1.365m,42.9423160º,-0.8460620º,
21,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-de-zemeto-belagua_es.pdf,3,Refugio de Belagua,1:10h,1.426m,42.9447710º,-0.8350880º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Área de pícnic de la fuente de la Mena,0:00h,835m,42.389925º,0.752805º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Pont de Suert,0:55h,844m,42.403199º,0.742134º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Castilló de Tor,2:00h,882m,42.431637º,0.742636º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Llesp,3:10h,940m,42.454226º,0.759407º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Puente de Saraís,4:20h,1.002m,42.474974º,0.777834º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Puente colgante de Barruera,5:35h,1.087m,42.502255º,0.799236º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Boí,6:50h,1.255m,42.521417º,0.833666º,
22,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-agua-pont-de-suert-caldes-de-boi_es.pdf,3,Caldes de Boí,8:50h,1.460m,42.560464º,0.840499º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Cellers - Hotel Terradets,0:00h,378m,42.0692107º,0.8829967º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Mirador del campamento “El Pago”,0:15h,375m,42.0599327º,0.8836106º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Puente embalse de Terradets,0:30h,377m,42.0545545º,0.8874582º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Carretera C-13,0:50h,363m,42.0456145º,0.8915648º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Río del barranco del Bosc,1:20h,410m,42.0464132º,0.8801159º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Serrat Pedregós,2:00h,640m,42.0492020º,0.8827279º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Giro pronunciado derecha,2:15h,584m,42.0518391º,0.8743090º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Pista,2:20h,555m,42.0533312º,0.8750708º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Giro derecha,2:50h,381m,42.0603899º,0.8804335º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Estación de Cellers,2:55h,379m,42.0585525º,0.8829570º,
23,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-barranc-del-bosc-montsec_es.pdf,2,Cellers - Hotel Terradets,3:15h,378m,42.0692107º,0.8829967º,
24,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-portus-desde-adons_es.pdf,2,Adons,0:00h,1.331m,42.332557º,0.828315º,
24,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-portus-desde-adons_es.pdf,2,Lo Cumó,0:40h,1.498m,42.321937º,0.825294º,
24,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-portus-desde-adons_es.pdf,2,Paso del Portús,1:00h,1.665m,42.315225º,0.825090º,
24,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-portus-desde-adons_es.pdf,2,Mirador de la sierra de Sant Gervàs,1:10h,1.633m,42.315241º,0.823152º,
24,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-camino-del-portus-desde-adons_es.pdf,2,Adons,2:10h,1.331m,42.332557º,0.828315º,
25,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-canal-de-pigolo-carrilet-estany-gento-sallente-vall-fosca_es.pdf,1,Presa embalse de Sallente,0:00h,1.773m,42.5005000º,0.9935750º,
25,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-canal-de-pigolo-carrilet-estany-gento-sallente-vall-fosca_es.pdf,1,Desvío Canal de Pigolo - Carrilet,0:45h,2.140m,42.5017740º,1.0051180º,
25,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-canal-de-pigolo-carrilet-estany-gento-sallente-vall-fosca_es.pdf,1,Estany Gento - Final Carrilet,1:00h,2.142m,42.5079150º,1.0024767º,
25,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-canal-de-pigolo-carrilet-estany-gento-sallente-vall-fosca_es.pdf,1,Estación superior Teleférico Estany Gento,1:05h,2.155m,42.5103460º,0.9962220º,
25,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-canal-de-pigolo-carrilet-estany-gento-sallente-vall-fosca_es.pdf,1,Presa embalse de Sallente,2:00h,1.773m,42.5005000º,0.9935750,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Punto de paso,Tiempo,Altura,Latitud,Longitud,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Hortoneda,0:00h,1.003m,42.2436531º,1.0447372º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Cogemos el camino que sube al SE,0:15h,1.400m,42.2435570º,1.0542150º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,"3 4
       Borda de Manyac",1:05h,1.385m,42.2335690º,1.0753280º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Borda de Guerra,1:25h,1.488m,42.2312340º,1.0814110º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Pista,1:35h,1.544m,42.2327584º,1.0833716º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Refugio de Boumort,2:30h,1.881m,42.2288660º,1.1268560º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Collado herboso,3:05h,1.984m,42.2295890º,1.1371630º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Pletius de la Creueta,3:15h,1.970m,42.2298850º,1.1393660º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Cap de Boumort,3:35h,2.077m,42.2350290º,1.1346730º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Cogemos sendero Era del Comú,4:35h,1.714m,42.2269220º,1.1063760º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Collado de la Era del Comú,4:55h,1.505m,42.2240120º,1.0944870º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Desvío sierra del Banyader,5:40h,1.483m,42.2156450º,1.0636810º,
26,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-boumort-desde-hortoneda_es.pdf,5,Hortoneda,6:45h,1.003m,42.2436531º,1.0447372º,
27,D:\TFM\TFM-Arquitectura-RAG\TFM-Arquitectura-RAG\download_pdf\RUTAS-PIRINEOS-cap-de-norfeu-montjoi-joncols-roses_es.pdf,1,Inicio ruta del Cap de Norfeu,0:00h,59m,42.2476620º,3.2476110º,
